"Timestamp","State","City","Items in stock currently:"
"03/28/20 10:48","CA","Pacoima","Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 10:48","NY","Manhattan","Disinfecting Wipes"
"03/28/20 10:48","NE","Lincoln","Toilet Paper"
"03/28/20 10:47","CA","Temecula","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 10:47","CA","Irvine","Toilet Paper"
"03/28/20 10:43","VA","Fairfax","Toilet Paper"
"03/28/20 10:42","CA","Poway","Toilet Paper, Disinfecting Wipes"
"03/28/20 10:40","MO","Manchester","Disinfecting Wipes, Lysol"
"03/28/20 10:39","CA","Garden Grove","None Available"
"03/28/20 10:38","CT","Enfield","Toilet Paper"
"03/28/20 10:38","GA","Augusta","Toilet Paper, Disinfecting Wipes"
"03/28/20 10:37","AZ","Tempe","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 10:37","CA","Roseville","Disinfecting Wipes, Lysol"
"03/28/20 10:36","CA","Garden Grove","Toilet Paper, Paper Towels, Water, Rice"
"03/28/20 10:36","AZ","Mesa","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 10:35","CA","Lodi","Water"
"03/28/20 10:35","VA","Fairfax","Toilet Paper"
"03/28/20 10:31","MI","Wyoming","Paper Towels, Water, Rice"
"03/28/20 10:30","CA","Azusa","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 10:28","CA","Chino Hills","Disinfecting Wipes, Lysol"
"03/28/20 10:27","CA","Cypress","Toilet Paper, Disinfecting Wipes"
"03/28/20 10:27","CA","Livermore","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 10:26","CA","Lake Elsinore","Disinfecting Wipes, Lysol"
"03/28/20 10:25","VA","Fairfax","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 10:25","CA","La Habra","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 10:24","NM","Albuquerque - Coors Bypass","Toilet Paper"
"03/28/20 10:21","VA","Fairfax","Toilet Paper, Paper Towels, Lysol"
"03/28/20 10:21","CA","Laguna Niguel - Cabot Road","Paper Towels, Water"
"03/28/20 10:21","MD","Elkridge","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 10:17","AZ","Paradise Valley","Paper Towels, Disinfecting Wipes"
"03/28/20 10:17","CA","Torrance","Toilet Paper, Disinfecting Wipes, Rice, Lysol"
"03/28/20 10:16","CA","Carlsbad","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 10:15","VA","Alexandria","Paper Towels, Water, Rice"
"03/28/20 10:14","PA","Warminster","Toilet Paper, Paper Towels"
"03/28/20 10:11","CA","Torrance","Paper Towels, Water"
"03/28/20 10:11","AZ","Chandler","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 10:09","ID","Coeur d'Alene","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice"
"03/28/20 10:07","CA","San Diego","Toilet Paper"
"03/28/20 10:07","CA","Signal Hill","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 10:04","CA","Richmond","Water"
"03/28/20 10:02","CA","Victorville","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 10:00","CA","Irvine - Spectrum","Toilet Paper"
"03/28/20 10:00","CA","Gilroy","Toilet Paper"
"03/28/20 09:59","CA","Moreno Valley","Paper Towels"
"03/28/20 09:55","CA","Mission viejo","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 09:54","VA","Alexandria","Toilet Paper"
"03/28/20 09:53","MD","Glen Burnie","Toilet Paper, Paper Towels, Water, Lysol"
"03/28/20 09:52","FL","Coral Springs","Toilet Paper, Paper Towels, Water, Rice"
"03/28/20 09:52","GA","Duluth","Water, Rice"
"03/28/20 09:51","FL","Wellington","Toilet Paper"
"03/28/20 09:51","CA","Lakewood","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 09:50","MD","Wheaton","Toilet Paper, Disinfecting Wipes"
"03/28/20 09:50","FL","Davie","Water, Rice"
"03/28/20 09:49","OH","Perrysburg","Toilet Paper, Paper Towels, Disinfecting Wipes, Water"
"03/28/20 09:46","CA","Chula Vista - Rancho del Rey","Paper Towels, Water, Rice"
"03/28/20 09:41","TX","Frisco","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 09:39","NY","Brooklyn","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 09:39","UT","West Valley","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 09:38","CA","Laguna Niguel","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 09:35","IL","Oak Brook","Toilet Paper, Disinfecting Wipes"
"03/28/20 09:35","FL","West Palm Beach","Toilet Paper, Disinfecting Wipes"
"03/28/20 09:35","CA","Cypress","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 09:34","CA","Lakewood","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 09:31","CA","Cypress","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 09:31","CA","Long Beach","Toilet Paper"
"03/28/20 09:27","WA","Burlington","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 09:26","CA","Goleta","Toilet Paper, Lysol"
"03/28/20 09:26","NY","Brooklyn","Toilet Paper"
"03/28/20 09:23","CA","Fullerton","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 09:23","CA","Tustin","Toilet Paper, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 09:22","ID","Post falls","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice"
"03/28/20 09:22","CA","Montclair","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 09:21","AZ","Phoenix","Disinfecting Wipes"
"03/28/20 09:20","NJ","Brick","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 09:18","AZ","Phoenix","Disinfecting Wipes"
"03/28/20 09:18","WA","East Wenatchee","Toilet Paper"
"03/28/20 09:17","CA","Sacramento","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 09:16","CA","Tustin","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 09:14","CA","Westlake Village","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice, Lysol"
"03/28/20 09:13","CA","Folsom","Toilet Paper"
"03/28/20 09:12","CA","Vista","None Available"
"03/28/20 09:11","NM","Albuquerque","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 09:11","CA","Alhambra","Toilet Paper"
"03/28/20 09:10","TN","Franklin","Water, Rice"
"03/28/20 09:09","CA","Redwood City","Toilet Paper"
"03/28/20 09:09","CA","Fontana","Toilet Paper"
"03/28/20 09:09","VA","Leesburg","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 09:06","NE","Lincoln","Toilet Paper, Paper Towels"
"03/28/20 09:04","WA","Vancouver","Toilet Paper"
"03/28/20 09:04","CA","Yorba Linda","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 09:03","CA","Woodland Hills","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 09:02","WA","Felida","Toilet Paper"
"03/28/20 09:00","CA","San Leandro","Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 09:00","MD","Gaithersburg","Toilet Paper"
"03/28/20 08:56","CA","Novato","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 08:53","WI","Sun Prairie","Toilet Paper"
"03/28/20 08:51","CA","San Jose","Toilet Paper, Lysol"
"03/28/20 08:47","CA","Modesto","Toilet Paper, Disinfecting Wipes"
"03/28/20 08:46","NJ","Manahawkin","Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/28/20 08:46","MO","Saint Peters","Toilet Paper"
"03/28/20 08:46","VA","Woodbridge","Toilet Paper"
"03/28/20 08:44","CA","La Habra","Toilet Paper"
"03/28/20 08:40","AZ","Tucson","Disinfecting Wipes, Lysol"
"03/28/20 08:39","NY","Melville","Paper Towels, Water, Rice"
"03/28/20 08:39","AZ","Gilbert - Market St","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/28/20 08:37","CA","Fullerton","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 08:36","VA","Sterling","Toilet Paper"
"03/28/20 08:35","AZ","Phoenix","Toilet Paper"
"03/28/20 08:35","NJ","North Brunswick","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 08:34","IL","Lake in the Hills","Paper Towels, Water, Lysol"
"03/28/20 08:34","AZ","Gilbert - market","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 08:33","VA","Leesburg","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 08:33","CA","Fullerton","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 08:31","MA","Waltham","Toilet Paper, Paper Towels, Water"
"03/28/20 08:30","IL","Oakbrook Terrace","Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 08:30","CA","Folsom","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 08:29","KY","Brownsboro","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 08:22","WI","Pewaukee","Toilet Paper"
"03/28/20 08:20","CA","Santee","Toilet Paper, Disinfecting Wipes"
"03/28/20 08:15","KY","Lexington","Paper Towels, Water"
"03/28/20 08:13","WA","Covington","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 08:13","IL","Rand Hurst","Toilet Paper"
"03/28/20 08:13","CA","Northridge","Toilet Paper, Paper Towels, Water"
"03/28/20 08:12","CA","Northridge","Toilet Paper, Paper Towels, Water"
"03/28/20 08:12","IL","Mount Prospect","Toilet Paper"
"03/28/20 08:11","TN","Nashville","Toilet Paper"
"03/28/20 08:11","TN","Brentwood","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 08:11","AZ","Phoenix","Toilet Paper, Paper Towels"
"03/28/20 08:09","CA","Hawthorne","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 08:09","AZ","Yempe","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 08:08","CA","Signal Hill","Toilet Paper, Rice"
"03/28/20 08:05","CA","Torrance","Toilet Paper"
"03/28/20 08:04","CA","Lakewood","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice"
"03/28/20 08:04","CA","Anaheim Hills","Toilet Paper, Rice, Lysol"
"03/28/20 08:03","NM","Albuquerque","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 08:03","MD","Gaithersburg","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 07:57","CA","Lakewood","Toilet Paper, Paper Towels"
"03/28/20 07:56","FL","Clearwater","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice"
"03/28/20 07:56","CA","Tracy","Toilet Paper, Lysol"
"03/28/20 07:55","CA","Sacramento - Tribute Rd","Toilet Paper, Paper Towels, Water"
"03/28/20 07:54","IL","East Peoria","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 07:54","VA","Arlington","Toilet Paper"
"03/28/20 07:53","MN","Maplewood","Paper Towels"
"03/28/20 07:49","VA","Fairfax","Toilet Paper, Disinfecting Wipes, Rice"
"03/28/20 07:47","CA","Yorba linda","Toilet Paper, Paper Towels, Water"
"03/28/20 07:47","CA","Laguna Niguel","None Available"
"03/28/20 07:46","FL","Royal Palm Beach","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 07:44","CA","Long Beach","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 07:43","CA","San Leandro","Water, Rice"
"03/28/20 07:43","AB","Sherwood Park","Toilet Paper"
"03/28/20 07:42","OR","Salem","Toilet Paper"
"03/28/20 07:41","CA","Moreno Valley","Toilet Paper"
"03/28/20 07:41","AZ","Phoenix","Toilet Paper"
"03/28/20 07:39","NE","Omaha","Toilet Paper"
"03/28/20 07:38","AZ","Phoenix - Beardsley Rd","Toilet Paper"
"03/28/20 07:33","CA","Commer","None Available"
"03/28/20 07:32","AZ","Beardsley","Toilet Paper"
"03/28/20 07:30","AZ","Phoenix","Toilet Paper, Disinfecting Wipes"
"03/28/20 07:28","CA","Irvine","Toilet Paper"
"03/28/20 07:25","MD","Frederick","Toilet Paper, Disinfecting Wipes"
"03/28/20 07:22","AZ","Phoenix","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 07:21","VA","Chantilly","Toilet Paper, Paper Towels, Disinfecting Wipes, Water"
"03/28/20 07:19","WA","Tacoma","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 07:18","WA","Vancouver","Toilet Paper"
"03/28/20 07:17","MD","Beltsville","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 07:10","CA","San Jose","Toilet Paper"
"03/28/20 07:06","CA","Santa Clarita","Toilet Paper, Disinfecting Wipes"
"03/28/20 07:05","CA","Vista","Toilet Paper"
"03/28/20 07:02","FL","Pembroke Pines","Toilet Paper, Paper Towels"
"03/28/20 07:01","VA","Chantilly","Toilet Paper, Paper Towels, Disinfecting Wipes, Water"
"03/28/20 06:59","CA","Vacaville","Toilet Paper"
"03/28/20 06:56","PA","Lancaster","Toilet Paper"
"03/28/20 06:50","TX","Pflugerville","Toilet Paper, Paper Towels"
"03/28/20 06:47","CA","Corona","Toilet Paper, Paper Towels"
"03/28/20 06:46","AZ","Goodyear","Toilet Paper"
"03/28/20 06:46","CA","Alhambra","Toilet Paper, Paper Towels, Water, Rice, Lysol"
"03/28/20 06:35","AZ","Scottsdale","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 06:33","NJ","Lawranceville","Toilet Paper, Water"
"03/28/20 06:32","MI","Shelby Township","Toilet Paper, Paper Towels"
"03/28/20 06:27","VA","Clifton","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 06:18","MD","Frederick","Toilet Paper, Paper Towels"
"03/28/20 06:13","CA","Laguna Niguel","Toilet Paper, Rice, Lysol"
"03/28/20 06:13","AZ","Chandler","Toilet Paper, Paper Towels, Water"
"03/28/20 06:11","CA","San Leandro","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 06:07","CO","Denver","Toilet Paper, Lysol"
"03/28/20 06:05","MD","Gaithersburg","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 06:03","CA","Rancho Cucamonga","Toilet Paper, Disinfecting Wipes, Rice, Lysol"
"03/28/20 05:52","AZ","Phoenix - Yorkshire & 27th Ave","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 05:50","MI","Auburn Hills","Toilet Paper, Paper Towels"
"03/28/20 05:48","VA","Sterling","Toilet Paper, Disinfecting Wipes"
"03/28/20 05:47","CA","Cypress","Toilet Paper, Disinfecting Wipes, Water"
"03/28/20 05:45","NJ","North Plainfield","Toilet Paper, Water"
"03/28/20 05:41","AZ","Tempe","Toilet Paper"
"03/28/20 05:13","FL","Orlando","Toilet Paper, Paper Towels"
"03/28/20 05:11","FL","Coral Springs","Disinfecting Wipes"
"03/28/20 05:05","CA","Concord","Toilet Paper, Paper Towels"
"03/28/20 05:03","CA","Chino Hills","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 04:48","CA","Moreno Valley","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 04:37","VA","Arlington","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 04:24","CA","Concord","Toilet Paper, Paper Towels"
"03/28/20 04:23","CA","Tustin","Toilet Paper, Disinfecting Wipes, Water"
"03/28/20 04:18","MD","21221","Toilet Paper"
"03/28/20 04:16","PA","Warminster","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 04:06","CA","Santee","Toilet Paper"
"03/28/20 03:38","AZ","Scottsdale","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 03:26","VA","Vienna","Toilet Paper"
"03/28/20 03:25","CA","Glendale","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 03:23","MD","Upper Marlboro","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 03:20","WA","Kennewick","Toilet Paper, Paper Towels"
"03/28/20 03:09","NJ","Teterboro","Toilet Paper"
"03/28/20 03:09","CA","Downey","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 03:05","CA","Temecula","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice"
"03/28/20 03:05","CA","Visalia","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 03:00","NY","11423","Toilet Paper, Paper Towels"
"03/28/20 02:56","HI","Honolulu","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice, Lysol"
"03/28/20 02:42","CA","Vacaville","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/28/20 02:23","TX","San Antonio","Toilet Paper, Paper Towels"
"03/28/20 02:19","IL","Bloomingdale","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/28/20 02:12","CA","San Bernardino","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 02:11","TX","Southlake","Toilet Paper"
"03/28/20 02:10","GA","Smyrna","Toilet Paper"
"03/28/20 02:05","CA","Monterey Park","Toilet Paper"
"03/28/20 01:14","CA","San Dimas","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 01:08","CA","Yorba Linda","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 01:05","CA","Torrance","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 01:03","CA","Laguna Niguel","Disinfecting Wipes, Lysol"
"03/28/20 00:56","CA","San Dimas","Toilet Paper"
"03/28/20 00:53","CA","West Covina","Toilet Paper, Disinfecting Wipes"
"03/28/20 00:44","CA","Pacoima","Disinfecting Wipes, Lysol"
"03/28/20 00:39","AZ","Tucson","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/28/20 00:38","CA","Chula Vista","Toilet Paper, Paper Towels, Disinfecting Wipes, Water"
"03/28/20 00:38","CA","City of Industry","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/28/20 00:35","CA","Fullerton","Disinfecting Wipes, Lysol"
"03/28/20 00:35","CA","Eastvale","Toilet Paper, Disinfecting Wipes, Rice, Lysol"
"03/28/20 00:25","UT","Bangeter","Toilet Paper, Disinfecting Wipes, Lysol"
"03/28/20 00:22","CA","Marina del Rey","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/28/20 00:20","HI","Hawaii Kai","Toilet Paper"
"03/28/20 00:18","AZ","Mesa","Toilet Paper, Paper Towels, Lysol"
"03/28/20 00:13","CA","Fenton Pkwy","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice, Lysol"
"03/28/20 00:10","CA","Sacramento","Toilet Paper"
"03/28/20 00:09","VA","Fairfax","Lysol"
"03/28/20 00:07","CA","Antioch","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/28/20 00:00","CO","Brighton","Toilet Paper, Disinfecting Wipes, Rice"
"03/27/20 23:59","IL","Schaumburg","None Available"
"03/27/20 23:52","CA","Chino hills","Rice, Lysol"
"03/27/20 23:50","NM","Albuquerque","Toilet Paper"
"03/27/20 23:46","CA","Santa Barbara","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 23:44","AZ","Tucson","Toilet Paper"
"03/27/20 23:43","AZ","Phoenix","Toilet Paper"
"03/27/20 23:43","CA","Sunnyvale","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 23:43","AZ","Phoenix","Water"
"03/27/20 23:36","CA","San Jose","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 23:35","VA","Arlington","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 23:30","TX","Allen-Mckinney","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 23:23","CA","Lake Forest","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 23:22","NM","Albuquerque - Coors Bypass","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 23:18","CA","Redwood City","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice, Lysol"
"03/27/20 23:18","CA","Livermore","Toilet Paper, Paper Towels"
"03/27/20 23:08","CA","Signal Hill","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 23:05","CA","Antioch","Toilet Paper, Paper Towels, Rice"
"03/27/20 23:01","AZ","Tucson","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 23:01","CA","Bakersfield","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 22:58","CA","Walnut Creek","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 22:56","CA","Foster City","Paper Towels"
"03/27/20 22:48","CA","Eastvale","Toilet Paper"
"03/27/20 22:46","WA","Vancouver","Toilet Paper, Paper Towels"
"03/27/20 22:45","CA","Temecula","Toilet Paper"
"03/27/20 22:44","CA","San Marcos","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 22:43","WA","Tacoma","Disinfecting Wipes"
"03/27/20 22:37","CA","Asuza","Lysol"
"03/27/20 22:35","CA","San Jose","Toilet Paper"
"03/27/20 22:32","AZ","Tempe","Toilet Paper, Paper Towels, Water"
"03/27/20 22:29","CA","Cerritos","Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 22:29","CA","Tustin - Marketplace","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 22:27","CA","Azusa","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 22:26","CA","Novato","Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 22:25","CA","Santee","Toilet Paper, Water, Lysol"
"03/27/20 22:22","CA","Yorba Linda","Toilet Paper, Paper Towels, Water"
"03/27/20 22:22","CA","Corona","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 22:21","CA","Monterrey Park","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 22:20","CA","Irvine","Toilet Paper, Lysol"
"03/27/20 22:18","CA","La Habra","Toilet Paper, Paper Towels"
"03/27/20 22:17","CA","Corona","Disinfecting Wipes, Rice, Lysol"
"03/27/20 22:16","WA","Tacoma","Toilet Paper"
"03/27/20 22:15","CA","91780","Toilet Paper"
"03/27/20 22:14","WA","Tukwila","None Available"
"03/27/20 22:14","CA","San Francisco","Toilet Paper"
"03/27/20 22:14","CA","Tustin","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 22:12","CA","Los Alamitos","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/27/20 22:12","CA","91780","Toilet Paper"
"03/27/20 22:10","AZ","Phoenix","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice, Lysol"
"03/27/20 22:09","CA","South San Francisco","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 22:07","CA","Richmond","Toilet Paper"
"03/27/20 22:05","CA","Torrance","Lysol"
"03/27/20 22:04","CA","Newark","Disinfecting Wipes, Lysol"
